content,created_at,author,reference,embeds,mentions,id,attachments
"yes, so when system color is ""dark"", hepta is dark and when system color is ""light"", hepta is light",2022-07-16 11:06:34.843000+00:00,rubickwilde,<MessageReference message_id=997782780501037206 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],997821544527052820,[]
"v0.170.0
A Drag-and-Drop Optimisation Request:
---
When I want to move single/multiple card(s) across a whiteboard, the experience is not smooth.
As shown, 
1) I selected 3 cards
2) move them for a distance
3) I ""right-click"" on the whiteboard to move further ( because I want to move cards far away, keeping their original layout )
4) Then, the SELECTION of cards was removed.
5) I have to select them again, and repeat step 1) ~ 3)
---
- The steps above requires multiple ""precise"" selections
- The larger the whiteboard, more painful the experience
- The more complex of the layout of the cards, more painful the experience
- The pain increases with the increasing size of whiteboard 
p.s. I'm not a fan of multi-layer whiteboard (I only use multi-layer whiteboard under few conditions), I prefer to browse notes in a big glance, then Drag-and-Drop and create connection
---
Request: Keep the ""selection"" of card(s) no matter how user move the whiteboard.",2022-07-16 08:56:18.038000+00:00,瓦基,,[],[],997788758470565918,[<Attachment id=997788757250015302 filename='drag-and-move.gif' url='https://cdn.discordapp.com/attachments/856016076311101470/997788757250015302/drag-and-move.gif'>]
"I think <@427910980903763989> means a new color system called ""system preference""",2022-07-16 08:32:32.779000+00:00,Alan Chan,<MessageReference message_id=997781604070084688 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=541161053292199957 name='Syrine' discriminator='3646' bot=False>, <User id=427910980903763989 name='rubickwilde' discriminator='4930' bot=False>]",997782780501037206,[]
I'm using a Macbook... work fine.....reinstall?,2022-07-16 08:27:52.296000+00:00,Syrine,<MessageReference message_id=997779220119949352 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=427910980903763989 name='rubickwilde' discriminator='4930' bot=False>],997781604070084688,[<Attachment id=997781603478671411 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/997781603478671411/unknown.png'>]
maybe its because i'm on mac,2022-07-16 08:18:55.184000+00:00,rubickwilde,,[],[],997779351259054180,[]
i don't have this,2022-07-16 08:18:23.918000+00:00,rubickwilde,<MessageReference message_id=997707556296335410 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=541161053292199957 name='Syrine' discriminator='3646' bot=False>],997779220119949352,[<Attachment id=997779219532742666 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/997779219532742666/unknown.png'>]
這部分是 Markdown 規則，暫時改不了，可能要等以後升級編輯器,2022-07-16 08:07:50.701000+00:00,Alan Chan,<MessageReference message_id=997776155862122536 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=996584466795479092 name='杨沐晨' discriminator='5776' bot=False>],997776564215369788,[]
<@779015270311395370> 第二个1. 地方会强制把手动的2. 改成1. ，建议这个位置能够手动该有序序号。,2022-07-16 08:06:13.342000+00:00,杨沐晨,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],997776155862122536,[<Attachment id=997776155203620934 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/997776155203620934/unknown.png'>]
<@779015270311395370> Readwise integration?,2022-07-16 04:40:13.081000+00:00,Aleksi Komu,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],997724313169952849,[]
或许①，②，③特殊符号比正常size大了一点？是否可以小一点？,2022-07-16 04:38:26.080000+00:00,杨沐晨,,[],[],997723864375230615,[<Attachment id=997723863737712680 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/997723863737712680/unknown.png'>]
They already have this,2022-07-16 03:33:37.931000+00:00,Syrine,<MessageReference message_id=997580852106121296 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=427910980903763989 name='rubickwilde' discriminator='4930' bot=False>],997707556296335410,[]
"Could you add ""system appearance"" in addition to ""dark"" and ""light"" modes?",2022-07-15 19:10:09.298000+00:00,rubickwilde,,[],[],997580852106121296,[]
"dude, how about put images and videos ect... in the whiteboard ?",2022-07-15 12:07:31.116000+00:00,char_lie,,[],[],997474492181925928,[]
可以直接把图片放在白板而不是card里面吗,2022-07-15 12:06:53.908000+00:00,char_lie,,[],[],997474336120242196,[]
"我覺得在 card library 可以新增幾種排序方式，標題、tag 等等。
另外可以再加一個 shuffle 來亂數排列 cards，使用情境是可以搭配 toggle list 來當作單字卡，可以亂數排列後複習。",2022-07-15 04:12:42.282000+00:00,Sopper08,,[],[],997355001351520348,[<Attachment id=997355000483282954 filename='Peek_2022-07-15_12-09.gif' url='https://cdn.discordapp.com/attachments/856016076311101470/997355000483282954/Peek_2022-07-15_12-09.gif'>]
"Drag to create. I'd like to drag a picture (or text)from another app or Finder into a whiteboard and create automatically a card... Currently i have to previously create a card, and drag content into that specific card.",2022-07-14 21:39:19.889000+00:00,Rodrigo Faerman,,[],[],997256005740134530,[]
"Hi, are there any plans to implement ""unlinked mentions"" in the card info part? This would be very handy to get some more infos about cards which may be connected/have more information about a specific topic. I use it very often in Obsidian and TheBrain...
Thank you for your great work!",2022-07-14 13:10:24.663000+00:00,uhix,,[],[],997127931719581776,[]
<@869402496576159794> 這個好處理嗎,2022-07-14 09:17:31.926000+00:00,Alan Chan,<MessageReference message_id=997068308828389406 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=869402496576159794 name='YZ' discriminator='9821' bot=False>, <User id=595230712479612933 name='Erebuszz' discriminator='4475' bot=False>]",997069325812891669,[]
在 Code block 裡面輸入到一半時，如果使用滑鼠或是 Alt+Tab 切換到其它視窗，畫面切回 Hepta 之後輸入的指標會跳回到 Code Block 最開頭的地方，使用上不太直覺跟方便，希望指標能夠維持在原先正在輸入的位置，謝謝！,2022-07-14 09:13:29.458000+00:00,Erebuszz,,[],[],997068308828389406,[]
"It would be useful to add another type of grey-background ""Block"" (neither code nor math) containing pure text / linked text. 

While writing an article or essay, I would like to include footnotes or references for each paragraph. Now I could only put them in the end of the card or just a separate card. It would be nice to see them (with appearance different from normal text) next to the corresponding paragraph. ✍️",2022-07-14 06:16:26.196000+00:00,WY,,[],[],997023751638093865,[]
"Hmm yeah thats true! I also created a whiteboard called ""long-term memory"" where I'm adding cards that I visit daily for a time.",2022-07-14 03:37:04.280000+00:00,Aleksi Komu,<MessageReference message_id=996969193691951194 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996983646055583746,[]
Glad to hear it. For some use cases it is a very important feature,2022-07-14 02:45:53.003000+00:00,mkrigsman,<MessageReference message_id=996968899000152174 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996970764186165280,[]
"Our thinking is whiteboard represent a thinking context. Whenever you go to a whiteboard (from a card), other cards under that thinking context will re-surface. (Just like how Napkin use tags to resurface ideas)",2022-07-14 02:39:38.568000+00:00,Alan Chan,<MessageReference message_id=996834523172065291 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=606354502559334400 name='Aleksi Komu' discriminator='9047' bot=False>],996969193691951194,[]
Thanks for requesting. That's an upcoming feature.,2022-07-14 02:38:28.308000+00:00,Alan Chan,<MessageReference message_id=996964814964392097 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=811986710895394816 name='mkrigsman' discriminator='8437' bot=False>],996968899000152174,[]
"**Automatic Date Logs**

**FEATURE DESCRIPTION: **For every card (and white boards), the system should automatically track the creation date and most recent update date. It could be displayed in Card Info by default.

**USE CASE:**  Automatic dates let you go back and see when you created something. For example, if you are taking notes, it means the date is there and you do not have to manually enter the date. Notion does all this by default. You could also potentially use this info to sort cards by date.",2022-07-14 02:22:14.598000+00:00,mkrigsman,,[],[],996964814964392097,[]
"<@779015270311395370> I'm new to Hepta and I tried to search feature requests, but couldn't find if you already have some ideas how Heptabase could help to resurface old notes in the future? I really like concept of https://www.napkin.one/.",2022-07-13 17:44:30.614000+00:00,Aleksi Komu,,[<discord.embeds.Embed object at 0x171aa0790>],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996834523172065291,[]
That would be nice to be able to  filter cards by their respective color in the card library,2022-07-13 15:23:58.313000+00:00,Saad C,,[],[],996799155538243584,[]
"Ahh I missed out the “ , thanks 🙏🏻",2022-07-13 14:33:27.304000+00:00,summerdreams,,[],[],996786442565066763,[]
,2022-07-13 14:32:54.964000+00:00,Skyline,,[],[],996786306921267273,[<Attachment id=996786306338275448 filename='Screen_Recording_2022-07-13_at_22.32.03.mov' url='https://cdn.discordapp.com/attachments/856016076311101470/996786306338275448/Screen_Recording_2022-07-13_at_22.32.03.mov'>]
""" + Space",2022-07-13 14:32:37.499000+00:00,Skyline,<MessageReference message_id=996783749809324172 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=308198051913400321 name='summerdreams' discriminator='8378' bot=False>],996786233667752096,[]
It’s still showing bullet when I did that,2022-07-13 14:22:45.301000+00:00,summerdreams,,[],[],996783749809324172,[]
""" + Space",2022-07-13 14:22:26.971000+00:00,Alan Chan,<MessageReference message_id=996783244819300372 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=308198051913400321 name='summerdreams' discriminator='8378' bot=False>],996783672927735878,[]
Heptabase keyboard shortcuts: https://pse.is/3vbcpe,2022-07-13 14:20:45.006000+00:00,Carl-bot,,[<discord.embeds.Embed object at 0x171aa0820>],[],996783245255512174,[]
"I think i used to use that (>) for Quote.. what is the new kb shortcut for Quote?
Can you also help me understand what is the difference between toggle and the previously collapsible bullet?",2022-07-13 14:20:44.902000+00:00,summerdreams,<MessageReference message_id=996687917617528962 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996783244819300372,[]
""" + Space",2022-07-13 11:52:23.375000+00:00,Alan Chan,<MessageReference message_id=996745382363140136 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=732144554115072011 name='ymwu' discriminator='5890' bot=False>],996745909109018674,[]
"Question: Since > is now toggle list, what is the syntax for quotation in traditional markdowns? Did I miss something?",2022-07-13 11:50:17.789000+00:00,ymwu,<MessageReference message_id=996687917617528962 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996745382363140136,[]
"Also, dying to get a mobile/ios version",2022-07-13 10:18:48.540000+00:00,mmmitchsss,,[],[],996722358784110594,[]
"Hi all, quick silly request: is it possible to see the journal cards in the timeline or ""all cards"" preview? It's useful when moving things from one journal entry to another, as I use it a lot as daily to do list and of course shit does NOT get done enough and I need to move items from one journal entry to another.",2022-07-13 10:18:36.268000+00:00,mmmitchsss,,[],[],996722307311603803,[]
"Cool, it's more intuitive.
Also, it avoids the confusion from traditional markdown symbol of list (+-*).
It's better this way (> space), thanks.",2022-07-13 08:56:54.908000+00:00,瓦基,<MessageReference message_id=996687917617528962 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996701749517758475,[]
You can try > space,2022-07-13 08:01:57.126000+00:00,Alan Chan,<MessageReference message_id=996683254226767872 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=915095407095324722 name='瓦基' discriminator='4442' bot=False>],996687917617528962,[]
"In version 0.170.0
Since the symbol **""+""** represents Toggle List in markdown editor,
but when we type **""+"" then ""Space""** in rich editor, it is still auto-convert to original Unordered List.
-
I suggest to make **""+"" then ""Space""** auto-convert to Toggle List, it's smoother for rich editor experience. (instead of mouse clicking on menu or typing /tog to switch to toggle)",2022-07-13 07:43:25.287000+00:00,瓦基,,[],[],996683254226767872,[<Attachment id=996683253467586570 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/996683253467586570/unknown.png'>]
原来那个圆点后的阴影是fold状态的显示啊，我一直以为是选中状态。,2022-07-12 09:25:37.524000+00:00,jiushi猪,<MessageReference message_id=996339032072146975 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996346586827333705,[]
"谢谢, 不过还是希望能改善一下数字列表的折叠.",2022-07-12 09:01:57.994000+00:00,char_lie,,[],[],996340632886972456,[]
不會，但是你的確是可以在 Togglelist 上寫數字,2022-07-12 09:00:41.959000+00:00,Alan Chan,<MessageReference message_id=996340199992860805 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=917473135861841951 name='char_lie' discriminator='7938' bot=False>],996340313973067886,[]
"标题折叠的确是很好地作用,但新加入的togglelist支持数字列表的折叠吗?",2022-07-12 09:00:14.784000+00:00,char_lie,,[],[],996340199992860805,[]
Togglist 是為了方便之後引入標題折疊需要的機制,2022-07-12 08:58:56.550000+00:00,Alan Chan,,[],[],996339871855693864,[]
因為使用場景不太一樣，不同的人使用習慣也不同,2022-07-12 08:58:02.726000+00:00,Alan Chan,<MessageReference message_id=996339488810868806 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=917473135861841951 name='char_lie' discriminator='7938' bot=False>],996339646101475418,[]
"<@779015270311395370> 想问一个问题, 目前已经有了圆点折叠, 为什么我看马上还要加入togglelist呢?",2022-07-12 08:57:25.225000+00:00,char_lie,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],996339488810868806,[]
不是本來就有區分了嗎？,2022-07-12 08:55:36.330000+00:00,Alan Chan,<MessageReference message_id=996338625837019166 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=972179846463635540 name='jiushi猪' discriminator='7290' bot=False>],996339032072146975,[]
这个标识在fold和unfold下最好区分下。不然无法区分到底是没有子项目了，还是处于折叠状态。,2022-07-12 08:53:59.476000+00:00,jiushi猪,,[],[],996338625837019166,[<Attachment id=996338625304334376 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/996338625304334376/unknown.png'>]
Not sure if it’s suggested before but it would be great if there’s some sort of manual grouping that can be implemented under working tabs to sort opened tabs. My working tabs can be quite overwhelming esp when many tabs are opened,2022-07-12 07:37:42.305000+00:00,summerdreams,,[],[],996319427790385162,[]
"I've been enjoying breaking down the findings and arguments of research papers in Heptabase into Cards. The bottleneck for me now is taking screenshots (of PDF files) and creating Cards, and I wonder if we can make it easier while we are thinking Better Exploring. My current workflow is roughly like this:
1. Open Heptabase and a PDF reader side by side
2. Take screenshots of a part of paper I want
3. Click on a whiteboard to create a card
4. Paste the screenshot into the card
5. Write notes on the Card and make connections
6. Repeat 2-5 many many times depending on the complexity of the paper

Can we make this flow more smooth? For example, can we combine Steps 1 2 3 4 by opening a PDF file in Heptabase and I can select part of PDF file and drag it to the whiteboard to create a card (and no more manual screenshots)?",2022-07-11 14:59:46.351000+00:00,cyb3rm4x,,[],[],996068289837027368,[]
"Can we consider opening a card in a Whiteboard directly in Universal Search Cmd+O? Surely it's useful to find a Card and see the card in the pop-up mode with Enter if all I need is the content of the Card. However, sometimes I need to access the spatial context of a Card on a Whiteboard in addition to the content, and would be more convenient if I can directly in Universal Search results to open the Card in the Universal Search result on the corresponding Whiteboard. My workaround now is to hit Enter, scroll down the Card to Card Info, and click the Whiteboards backlink. It would be great to just skip the Card in the pop-up mode.",2022-07-11 14:00:31.917000+00:00,cyb3rm4x,,[],[],996053381460283393,[]
"card create date
card last modified date
an option to see those info",2022-07-11 13:50:10.146000+00:00,NewBee,<MessageReference message_id=995271463647064156 channel_id=856016076311101470 guild_id=812292969183969301>,[],[],996050773563691098,[]
"For images, you may try pressing enter only when you see a blinking cursor attached on the right of the image",2022-07-11 02:21:41.655000+00:00,YZ,<MessageReference message_id=995876309739773983 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=750858818811854859 name='Vic Chui' discriminator='7352' bot=False>],995877513194655764,[]
"Thanks your detail explanation. It's good enough for using in this case. Because for images, the image will be deleted if I press Shift+Enter.",2022-07-11 02:16:54.729000+00:00,Vic Chui,<MessageReference message_id=995874412370870354 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=869402496576159794 name='YZ' discriminator='9821' bot=False>],995876309739773983,[]
"For images, you can move your cursor (using keyboard to do so) to the let it show on the very right on your image and press enter. A new line will be inserted below",2022-07-11 02:09:22.361000+00:00,YZ,,[],[],995874412370870354,[]
"Hi, for now you may try to press shift+enter in the beginning of the code block, it will insert a line above the code block",2022-07-11 02:08:15.168000+00:00,YZ,<MessageReference message_id=995871711373312040 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=750858818811854859 name='Vic Chui' discriminator='7352' bot=False>],995874130543001600,[]
,2022-07-11 02:05:14.247000+00:00,Vic Chui,<MessageReference message_id=995871711373312040 channel_id=856016076311101470 guild_id=812292969183969301>,[],[],995873371705323520,[<Attachment id=995873370166001724 filename='2022-07-11_9.50.03.mov' url='https://cdn.discordapp.com/attachments/856016076311101470/995873370166001724/2022-07-11_9.50.03.mov'>]
"Besides, if I choose the block, I can not just presss Enter. It's dangerous, due to the menu pop up. The default action is ""Delete"".",2022-07-11 02:02:52.167000+00:00,Vic Chui,<MessageReference message_id=995871711373312040 channel_id=856016076311101470 guild_id=812292969183969301>,[],[],995872775778607235,[<Attachment id=995872774918770758 filename='2022-07-11_10.00.36.mov' url='https://cdn.discordapp.com/attachments/856016076311101470/995872774918770758/2022-07-11_10.00.36.mov'>]
Heptabase keyboard shortcuts: https://pse.is/3vbcpe,2022-07-11 01:58:38.501000+00:00,Carl-bot,,[<discord.embeds.Embed object at 0x171a95700>],[],995871711826292756,[]
"If add one key shortcut for insert above line(block) will be great help for inserting some text between two already pasted images in one keystroke. Currently we need to move to the upper image and press enter, then exchange the upper image and the new blank line above the upper image. Or any good ideas to do it?",2022-07-11 01:58:38.393000+00:00,Vic Chui,,[],[],995871711373312040,[]
"That might be over the top. What I think I'm really looking for is a way to say ""these cards are associated with each other in some way"" by placing them in a container where the cards and their structure are still visible. Like a card container. I'm actually surprised this isn't on the public roadmap. Has this not been requested before? Or maybe it was and it was decided that it wouldn't be a good fit in the application? (if so I'm very curious why)",2022-07-10 23:52:54.399000+00:00,Max,,[],[],995840069569101835,[]
What if we could see the full content of a child whiteboard from a parent whiteboard? Thinking of matching some really interesting nesting functionality available in infinity map (mentioned here: https://discord.com/channels/812292969183969301/856016372990738472/995473982071504927),2022-07-10 23:18:20.864000+00:00,Max,,[],[],995831372532949063,[]
That would be AMAZING,2022-07-10 15:29:25.279000+00:00,Eban,,[],[],995713363336249524,[]
"Adding a ""auto organize graph"" feature, like in Maltego for eg",2022-07-10 15:29:11.679000+00:00,Eban,,[],[],995713306293702707,[]
Yes,2022-07-10 11:14:32.991000+00:00,Alan Chan,<MessageReference message_id=995648353855610882 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=755428538844184738 name='haolee' discriminator='3562' bot=False>],995649222831513691,[]
"Hello, Is there a plan to add Table Of Contents?",2022-07-10 11:11:05.811000+00:00,haolee,,[],[],995648353855610882,[]
Hello-  I think a wider scroll bar in the card window would be helpful.   Just today I was thinking of creating a glossary and list of terms with links to various places on the boards.   That list could get pretty long and so a wider scroll bar that’s  more easily accessible by the cursor would be a nice help.    Alpha numeric sorting of the card blocks would be nice too.🤔,2022-07-10 07:14:39.494000+00:00,lower_orbit,,[],[],995588852129464431,[]
👍,2022-07-10 02:07:55.965000+00:00,char_lie,,[],[],995511662134169661,[]
a link between two contents in two  documents,2022-07-10 02:07:50.704000+00:00,char_lie,,[],[],995511640067936326,[]
,2022-07-10 02:07:04.044000+00:00,char_lie,,[],[],995511444361719929,[<Attachment id=995511443392823336 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/995511443392823336/unknown.png'>]
requesting that pasted images get stored locally with the rest of heptabase's data instead of going to a remote hosting url 🙏,2022-07-09 22:03:44.993000+00:00,kpulv,,[],[],995450211503718450,[]
"**DESIRED BEHAVIOR: **be able to favorite (just click a star) on a card and have it show up persistenly in  the Working Tabs list on the left. 

**USE CASE: **I create ""index cards"" to categorize links into other cards. For example, topic A has 100 cards. I create a new card that only contains links to that related 100 cards. I want quick access to the index so it needs to be a favorite and show up in the list.

cc <@710847265581039616>",2022-07-09 19:01:43.802000+00:00,mkrigsman,,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],995404404708626614,[]
this..feature,2022-07-09 10:13:28.183000+00:00,NewBee,<MessageReference message_id=994899177916072016 channel_id=856016076311101470 guild_id=812292969183969301>,[],[],995271463647064156,[]
"Thank you!
As smooth as it used to be 😍",2022-07-09 10:06:20.685000+00:00,瓦基,<MessageReference message_id=995264951486783549 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],995269670590500894,[]
Resolved in v0.169.0,2022-07-09 09:47:35.563000+00:00,Alan Chan,<MessageReference message_id=994447140342468629 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=915095407095324722 name='瓦基' discriminator='4442' bot=False>],995264951486783549,[]
"That is __not__ on the ""Road""map. 😉",2022-07-08 18:00:49.276000+00:00,Sams_Here,<MessageReference message_id=995025872753000479 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=917473135861841951 name='char_lie' discriminator='7938' bot=False>],995026688649986088,[]
"i need more functions, as a car can fly in the sky.",2022-07-08 17:57:34.751000+00:00,char_lie,,[],[],995025872753000479,[]
👍,2022-07-08 17:56:34.211000+00:00,char_lie,,[],[],995025618829856788,[<Attachment id=995025618242637945 filename='erinnnmrYI.gif' url='https://cdn.discordapp.com/attachments/856016076311101470/995025618242637945/erinnnmrYI.gif'>]
"I'll jump in to say* that a 'low-feature' free version could also be referred to as 'crippleware' (at least it was called that back in the day when 'freeware' was really free). 
> *While crippleware allows consumers to see the software before they buy, they are unable to test its complete functionality because of the disabled functions* - `https://en.wikipedia.org/wiki/Crippleware`
My personal opinion is a limited-functioning Heptabase would do more harm than good for prospective new users. Would you want to test drive a car with limited features? You might, but you would walk away with questions and a frustration of not knowing how the vehicle can ultimately perform.

*and I've been wrong before!",2022-07-08 17:55:14.846000+00:00,Sams_Here,<MessageReference message_id=994959135554678865 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=545133033435430912 name='BEER' discriminator='7254' bot=False>],995025285948911636,[]
"eager for the block reference link. 需要块级链接, 随便学下英语",2022-07-08 17:04:56.494000+00:00,char_lie,,[],[],995012626063040522,[]
Any plans on making a low-feature free version?,2022-07-08 13:32:23.363000+00:00,BEER,,[],[],994959135554678865,[]
Checkout our roadmap here: https://pse.is/42yywl,2022-07-08 12:08:19.670000+00:00,Carl-bot,,[<discord.embeds.Embed object at 0x171a95790>],[],994937980772958259,[]
So Alan is the Nextup list in rough order at the moment? Tables -> then web app as the next two main features on the roadmap? 🤞🏽,2022-07-08 12:08:19.531000+00:00,rahux,,[],[],994937980189941832,[]
option to -increase text font- in cards <@779015270311395370>,2022-07-08 09:34:08.348000+00:00,NewBee,<MessageReference message_id=989525278822903808 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],994899177916072016,[]
Thanks for the feedback. We're also thinking about it as well 🙂,2022-07-08 06:35:02.771000+00:00,Alan Chan,<MessageReference message_id=994854007610818631 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=941533481400430662 name='WY' discriminator='1760' bot=False>],994854107699494952,[]
"Hope there will be an feature ""save multiple working tabs"" as a group (which could be re-open in the future) 🙏",2022-07-08 06:34:38.908000+00:00,WY,,[],[],994854007610818631,[]
"Got it, now the loop for date mention is closed. thx!",2022-07-08 06:23:02.637000+00:00,LeoDu,<MessageReference message_id=994840228844015666 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],994851087238574170,[]
"Yes, if you go to journal and click date info, you can see the backlinks of mentioning a date.",2022-07-08 05:39:53.794000+00:00,Alan Chan,<MessageReference message_id=994839819354116159 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=908016729433718824 name='LeoDu' discriminator='3566' bot=False>],994840228844015666,[]
actually I mean the backlink for mentioning a date. I do know that cards have the backlink👍,2022-07-08 05:38:16.164000+00:00,LeoDu,<MessageReference message_id=994607575637168149 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],994839819354116159,[]
Not at the moment,2022-07-07 15:31:42.013000+00:00,Alan Chan,<MessageReference message_id=994619176591310888 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=739172059778646038 name='rishabhgarg' discriminator='6241' bot=False>],994626773243412583,[]
"Hey,
Is there any possibility of having nested tags in Hepta?",2022-07-07 15:01:30.830000+00:00,rishabhgarg,,[],[],994619176591310888,[]
It already does,2022-07-07 14:15:24.947000+00:00,Alan Chan,<MessageReference message_id=994585981565010090 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=908016729433718824 name='LeoDu' discriminator='3566' bot=False>],994607575637168149,[]
"as long as we already have mention date, will the date be mentioned show the backlink?",2022-07-07 12:49:36.519000+00:00,LeoDu,,[],[],994585981565010090,[]
Thanks for the feedback! Tagging <@812311644457795635> and <@869402496576159794> here.,2022-07-07 04:39:34.660000+00:00,Alan Chan,<MessageReference message_id=994447140342468629 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=869402496576159794 name='YZ' discriminator='9821' bot=False>, <User id=812311644457795635 name='EthanW' discriminator='1584' bot=False>, <User id=915095407095324722 name='瓦基' discriminator='4442' bot=False>]",994462661230219304,[]
"v0.166.1
A user behaviour request (or a rollback request):

Used to be: 
When I type a full sentence, then I want to create a card with a title of the sentence.
I simply type ""@"" and press ""End"" to select the whole sentence, then create a card.
**It's intuitive as it should be.**

Now, after 0.166:
I type ""@"", then I need to press ""right-arrow"" MULTIPLE TIMES to select the whole sentence.
**It's not intuitive enough, and it's a redundant action for user.**",2022-07-07 03:37:54.192000+00:00,瓦基,,[],[],994447140342468629,"[<Attachment id=994447138169823272 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/994447138169823272/unknown.png'>, <Attachment id=994447138677346344 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/994447138677346344/unknown.png'>, <Attachment id=994447138949955585 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/994447138949955585/unknown.png'>]"
"> select the connection label box and drag its boundaries up/down, left and right
Exactly this. So that it is resizable just like cards.",2022-07-06 22:21:37.955000+00:00,Max,<MessageReference message_id=994344812075548733 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],994367548235722842,[]
"If I am reading this right, select the connection label box and drag its boundaries up/down, left and right depending on the amount of text? Or maybe a left/right/center justification choice?",2022-07-06 20:51:17.232000+00:00,Sams_Here,<MessageReference message_id=994342591699103886 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=217663950760706048 name='Max' discriminator='4804' bot=False>],994344812075548733,[]
Thoughts on enabling customization of connection label boundaries? Its a fairly minor detail but I'd love to be able to able to change this (image 1) to this (image 2) without having to move the card.,2022-07-06 20:42:27.853000+00:00,Max,,[],[],994342591699103886,"[<Attachment id=994342590331760671 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/994342590331760671/unknown.png'>, <Attachment id=994342590545674380 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/994342590545674380/unknown.png'>]"
