content,created_at,author,reference
Projecting on yo mama,2022-08-19 03:36:52.914000+00:00,andrepology,
Yeee,2022-08-19 03:36:51.487000+00:00,EllieDeSota,<MessageReference message_id=1010029539323289651 channel_id=1002291205025050724 guild_id=977651180308160512>
That sounds like a bad idea,2022-08-19 03:36:47.662000+00:00,EllieDeSota,
Can you guys join,2022-08-19 03:36:47.616000+00:00,andrepology,
Projecting onto An?,2022-08-19 03:36:44.687000+00:00,EllieDeSota,<MessageReference message_id=1010029483824267315 channel_id=1002291205025050724 guild_id=977651180308160512>
MOOD,2022-08-19 03:36:37.910000+00:00,EllieDeSota,<MessageReference message_id=1010029461778993183 channel_id=1002291205025050724 guild_id=977651180308160512>
Why am I projecting again aghhh,2022-08-19 03:36:34.384000+00:00,andrepology,
Long distance sucks,2022-08-19 03:36:29.128000+00:00,andrepology,
lol it was for a moment,2022-08-19 03:36:20.253000+00:00,andrepology,
howd that go?,2022-08-19 03:36:12.951000+00:00,EllieDeSota,<MessageReference message_id=1010029344246222860 channel_id=1002291205025050724 guild_id=977651180308160512>
OH also - random Prof Ozluk said he'd be down to keep doing meetings and helping with the business side throughout the sem,2022-08-19 03:36:07.186000+00:00,EllieDeSota,
Had a one on one with An,2022-08-19 03:36:01.106000+00:00,andrepology,
Phylogeny of science is a giant hierarchical clustering model,2022-08-19 03:35:49.515000+00:00,andrepology,<MessageReference message_id=1010029023411310603 channel_id=1002291205025050724 guild_id=977651180308160512>
AHHH yah,2022-08-19 03:35:37.468000+00:00,EllieDeSota,<MessageReference message_id=1010029108941570068 channel_id=1002291205025050724 guild_id=977651180308160512>
Nicee. Thanks for catching all those comments!,2022-08-19 03:35:11.864000+00:00,EllieDeSota,<MessageReference message_id=1010028475077361734 channel_id=1002291205025050724 guild_id=977651180308160512>
yay great job,2022-08-19 03:35:05.005000+00:00,finn,
"the login is blocked, but the website is right",2022-08-19 03:34:55.791000+00:00,finn,
"^ Mishaal linked us to this, it's an academic search tool that builds a phylogeny of science",2022-08-19 03:34:44.613000+00:00,finn,
https://galeapps.gale.com/apps/auth?userGroupName=westmountci&origURL=https%3A%2F%2Fgo.gale.com%2Fps%2FtermCluster%3FinPS%3Dtrue%26userGroupName%3Dwestmountci%26prodId%3DSCIC&prodId=SCIC,2022-08-19 03:34:16.915000+00:00,finn,
Thanks mee6 now shut the fuck up,2022-08-19 03:32:46.222000+00:00,andrepology,<MessageReference message_id=1010028477224865803 channel_id=1002291205025050724 guild_id=977651180308160512>
"GG <@956585029524402226>, you just advanced to level 5!",2022-08-19 03:32:34.392000+00:00,MEE6,
This program is not getting renewed lol,2022-08-19 03:32:33.880000+00:00,andrepology,
I'm sure Benny gets called that when his partner gags him,2022-08-19 03:32:10.163000+00:00,andrepology,<MessageReference message_id=1010028189080367114 channel_id=1002291205025050724 guild_id=977651180308160512>
"Finally, someone calling me not mark zuckerberg",2022-08-19 03:32:06.931000+00:00,finn,
He's always canvasing for Minerva,2022-08-19 03:31:32.266000+00:00,andrepology,
Everyone who says best and brightest makes me want to gag a little bit,2022-08-19 03:31:25.693000+00:00,EllieDeSota,
"Biggest customary glib japanese remarks coming from Dan, are we surprised?",2022-08-19 03:31:12.960000+00:00,finn,
He should be called Caniel Curme,2022-08-19 03:31:11.094000+00:00,andrepology,
Fr fr,2022-08-19 03:29:46.772000+00:00,EllieDeSota,
i'm looking forward to the team finding it too 😢,2022-08-19 03:29:28.535000+00:00,finn,
"was talking to Gacoka, he's happy to connect us to a senior researcher at Google",2022-08-19 03:26:01.004000+00:00,finn,
customary glib japanese remarks in progress,2022-08-19 03:25:00.125000+00:00,andrepology,
dan is such a chad,2022-08-19 02:29:09.742000+00:00,finn,
^customary glib japanese remark u fucking homies we better have a startup next year,2022-08-19 02:16:28.393000+00:00,andrepology,
Good luck teammmm! I **loved** working with you this summer and wouldn't trade it for anything.,2022-08-19 02:16:10.223000+00:00,andrepology,
"Looking into it all now, very basic architecture",2022-08-19 02:10:59.838000+00:00,finn,
Current IPFS search is extremely centralised,2022-08-19 02:10:51.815000+00:00,finn,
What is happening lol,2022-08-19 02:07:38.294000+00:00,andrepology,
oh yeah,2022-08-19 02:05:44.155000+00:00,finn,
I think it starts at 7:10 ?,2022-08-19 02:05:18.693000+00:00,EllieDeSota,
Actually,2022-08-19 02:05:14.075000+00:00,EllieDeSota,
Also,2022-08-19 02:02:26.524000+00:00,EllieDeSota,
Same,2022-08-19 02:01:54.718000+00:00,andrepology,
Waiting for entry into the meeting,2022-08-19 02:01:43.934000+00:00,finn,
Actually - I don't care about this for this presentation because they're not going to fund in any scenario. So we can keep it as is.,2022-08-19 01:11:08.546000+00:00,andrepology,<MessageReference message_id=1009992193743781909 channel_id=1002291205025050724 guild_id=977651180308160512>
"Hmm - <@956585029524402226> both Watson and Ozluk said that I should include it. And I've done the math out on a spreadsheet which I shared in our call yesterday to justify it. And 'seed to work for 6 months' feels even less specified and like we're making stuff up than 200,000 I could include more representation of the work done to come to that number but also then it seems more fixationy. But I'm also not sure why going vaguer would be better in this situation?",2022-08-19 01:08:23.736000+00:00,EllieDeSota,
"<@694931462763446363> I think we shouldn't include the ask of $200k. It feels arbitrary and tacked on, I think it's better to describe how we just want a seed to be given time to work ie 6 months instead of 6 weeks. $200k is visceral and becomes a focal point/fixation that we can't really justify",2022-08-19 00:38:19.462000+00:00,andrepology,
"Btw, it's too long, included lots of detail because we can use it elsewhere later",2022-08-19 00:29:27.639000+00:00,finn,
Going to get breakfast and then work on the future-facing sections of the write-up,2022-08-19 00:29:04.781000+00:00,finn,
"GG <@752493639174717492>, you just advanced to level 8!",2022-08-19 00:28:07.299000+00:00,MEE6,
First part of technical write-up done,2022-08-19 00:28:06.846000+00:00,finn,
Ok added the video <@694931462763446363>,2022-08-19 00:01:29.672000+00:00,andrepology,
Fixeedddd,2022-08-18 23:16:47.934000+00:00,EllieDeSota,
<@694931462763446363> requested access,2022-08-18 23:11:42.373000+00:00,andrepology,
Marooned by Pink Floyd. So good.,2022-08-18 23:09:00.790000+00:00,andrepology,<MessageReference message_id=1009962078490071171 channel_id=1002291205025050724 guild_id=977651180308160512>
<@694931462763446363> I do need you to give me access,2022-08-18 23:08:47.790000+00:00,andrepology,
what u listening to on spotify andre,2022-08-18 23:08:43.700000+00:00,finn,
Tank uu!,2022-08-18 23:08:26.281000+00:00,EllieDeSota,
<@694931462763446363> Ill make sure its the exact same flow and timing,2022-08-18 23:08:18.275000+00:00,andrepology,
"you're right. I'll actually just record the thing locally for now and add it to the canva, thanks <@694931462763446363> for sending the link.",2022-08-18 23:08:06.428000+00:00,andrepology,<MessageReference message_id=1009961002235859084 channel_id=1002291205025050724 guild_id=977651180308160512>
"i don't care if you hide user stuff for the video, but unhide it for the production version. Doesn't make sense to hide our best way of tracking users on the day of the presentation",2022-08-18 23:04:27.101000+00:00,finn,<MessageReference message_id=1009959878145622097 channel_id=1002291205025050724 guild_id=977651180308160512>
Note on this - bc of transit etc I likely won't be able to put together the gifs and vids we need to update the canva in time. If it's super duper important to you I can either whip it up during the presentation time while others are presenting or you can update at the canva here: https://www.canva.com/design/DAFJs59n4hk/57BhD33i0zvD3T5sqMiDCA/edit,2022-08-18 23:03:37.068000+00:00,EllieDeSota,<MessageReference message_id=1009959878145622097 channel_id=1002291205025050724 guild_id=977651180308160512>
"okay, sounds good",2022-08-18 23:00:20.999000+00:00,finn,
You can start protocol though and I'll join,2022-08-18 23:00:15.199000+00:00,andrepology,
Should take 20-30 mins,2022-08-18 23:00:07.182000+00:00,andrepology,
I think I want to finish the styling bumps I started yesterday and push. It's important to me that the video we show is with the updated UI. For now it might mean hiding the login/user stuff until I figure out where to put it,2022-08-18 22:59:59.097000+00:00,andrepology,
np,2022-08-18 22:59:27.587000+00:00,finn,
I'm going to go gather sticks from Noisebridge so will be out for a bit.,2022-08-18 22:59:18.329000+00:00,EllieDeSota,
"okey dokie, vach let's do protocol labs stuff?",2022-08-18 22:58:06.967000+00:00,finn,
Responding to protocol labs,2022-08-18 22:57:57.755000+00:00,EllieDeSota,<MessageReference message_id=1009959102409101414 channel_id=1002291205025050724 guild_id=977651180308160512>
That landing page was extremely annoying to do admittedly,2022-08-18 22:57:53.418000+00:00,andrepology,
"yay, let's do it",2022-08-18 22:57:46.750000+00:00,finn,
I can work on both of these with you,2022-08-18 22:57:38.367000+00:00,andrepology,<MessageReference message_id=1009959102409101414 channel_id=1002291205025050724 guild_id=977651180308160512>
is highest priority for me EV grant revision or responding to protocol labs?,2022-08-18 22:56:54.147000+00:00,finn,
"ya, 3 hours",2022-08-18 22:56:45.558000+00:00,finn,
presentation is in a couple hours right?,2022-08-18 22:56:39.555000+00:00,andrepology,
"yep, i'll do this",2022-08-18 22:56:12.956000+00:00,finn,<MessageReference message_id=1009958070417363065 channel_id=1002291205025050724 guild_id=977651180308160512>
"hello, up and working now",2022-08-18 22:53:00.328000+00:00,finn,
Bringing this back down to the bottom so yall can share links during the pres in addition to the landing page!,2022-08-18 22:52:48.101000+00:00,EllieDeSota,<MessageReference message_id=1006364858863845406 channel_id=1002291205025050724 guild_id=977651180308160512>
,2022-08-18 22:52:20.362000+00:00,EllieDeSota,<MessageReference message_id=1006364858863845406 channel_id=1002291205025050724 guild_id=None>
mobile updated too,2022-08-18 22:48:23.825000+00:00,andrepology,
https://readymag.com/u192065531/3832227/,2022-08-18 22:48:20.442000+00:00,andrepology,
"GG <@694931462763446363>, you just advanced to level 7!",2022-08-18 22:41:42.486000+00:00,MEE6,
Thank you!!,2022-08-18 22:41:42.046000+00:00,EllieDeSota,
kind of a waste of time but whatever,2022-08-18 22:22:45.399000+00:00,andrepology,
Ok landing page is nearly done,2022-08-18 22:22:36.588000+00:00,andrepology,
Went through and edited EV - need some details to figure out how much it would cost to train our own semantic algorithm + some input on if we're good representing our next steps as the ones i've included there. Otherwise - feedback helpful! https://curl-projects.notion.site/Emergent-Ventures-Proposal-Drafts-1a6bdf52dd1a4d20ab49078d159e14da,2022-08-18 21:07:07.276000+00:00,EllieDeSota,
Added,2022-08-18 20:28:16.203000+00:00,EllieDeSota,<MessageReference message_id=1009918135324913674 channel_id=1002291205025050724 guild_id=977651180308160512>
There are also a couple of additional papers on IPFS + some notes in that doc. Will add it to the IPFS doc,2022-08-18 20:14:06.833000+00:00,EllieDeSota,
Also! Finn - you said you wanted to write the IPFS stuff. As a note it would be super helpful if we could parallelize that stuff with the actual grant application. Instructions + the Google Doc Template that they put together is here - https://curl-projects.notion.site/Protocol-Labs-4d984489870d4a5a868d8dc6acb231b8,2022-08-18 20:13:48.639000+00:00,EllieDeSota,
https://www.notion.so/curl-projects/Protocol-Labs-Email-Proposal-e61499e91fc644cd9545bb8d15bec4a2 -> Business stuff wrote out. Needs some cutting + editing. I'll return to this after a foray into EV. If yall have any thoughts in the meantime lmk!,2022-08-18 20:07:29.855000+00:00,EllieDeSota,
Lit lit!,2022-08-18 18:43:45.585000+00:00,EllieDeSota,
You can drop it in. I'm impartial to the Canva,2022-08-18 18:39:57.945000+00:00,andrepology,
<@956585029524402226> I see you on the figma. Can we/should we jump on a call to sync so I can drop all this stuff into canva or are you fine with it as it is?,2022-08-18 18:04:33.922000+00:00,EllieDeSota,
Oh also disclaimer. When I panic write i capitalize things and my writing turns super aggressive - none of this aggression is targeted at either of you! Yall are wonderful - and I was genuinely so excited to get what we did out of our meeting. This is just one potential add on,2022-08-18 06:40:06.347000+00:00,EllieDeSota,
Sweet - see you tomorrow!,2022-08-18 06:36:57.461000+00:00,EllieDeSota,<MessageReference message_id=1009712329870553178 channel_id=1002291205025050724 guild_id=977651180308160512>
"sounds good, I’ll think about stuff tonight",2022-08-18 06:36:18.989000+00:00,finn,
"I'm heading to bed now - my tomorrow looks like -> Presentation fixes, Protocol Labs Email, And EV second pass.",2022-08-18 06:35:59.180000+00:00,EllieDeSota,
Read through it,2022-08-18 06:35:13.947000+00:00,finn,
"TLDR - It seems like we want to work together and staking our working together on getting funding for a startup (a notoriously unlikely thing) seems like a bad idea. So yes let's jump ship if that gives us better chances of doing that, but also our failure case for working together should not be 'we don't get funding'. There are many ways to get money and continue to work together without be recognized for our briliant startup idea that we patched together in 4 months while traveling/doing school/ and having social lives (maybe). What are the ways that we can diversify our back up plans so that most of them still involve working together?",2022-08-18 06:34:22.871000+00:00,EllieDeSota,
https://www.notion.so/curl-projects/Ellie-Rock-Guy-Reflections-cfe496418c2e4bd6a3098ae74bb70122,2022-08-18 06:31:31.717000+00:00,EllieDeSota,
"YALL - my logistics call turned out to be fruitful re my weird feeling in the call when I was like... jumping ship seems like it's kinda a bad idea and finn was like 'Sunk Cost' and I was like... maybe?? I don't think it was sunk cost now and I panic wrote this very long doc (tried to create a summary) in about 20 minutes describing my thoughts. Read/Comment if you like. Otherwise, next time we meet I'll talk you through.",2022-08-18 06:31:27.317000+00:00,EllieDeSota,
spent a couple hours fine tuning the design. will spend an hour or two at most tomorrow and then want to make peace with it.,2022-08-18 05:27:12.101000+00:00,andrepology,
Forgot to send this - https://www.notion.so/curl-projects/IPFS-Summary-Research-5451f99dc5df45baa4a166138754d997 here's the ipfs doc. Am in the middle of adding to it but got on a SD logistics call,2022-08-18 03:43:06.190000+00:00,EllieDeSota,
"NOTE - other things I took away/extrapolated from that meeting was a strategy for talking to Protocol labs. All the business like stuff will focus on what we have done concretely, but also represent AP as learning how to interface with Semantic Spaces + search it well. This way we represent the work we've done, but in a way that helps us emphasize how we would at the base level integrate with IPFS as the core value add that we'd be thinking of for them",2022-08-18 02:01:45.294000+00:00,EllieDeSota,
https://us05web.zoom.us/j/84687058317?pwd=MWQrQkRUd01KS0g5ZmFFUmx1bSs1QT09,2022-08-18 01:15:16.071000+00:00,finn,
https://www.notion.so/curl-projects/AP-Strategy-Meeting-Notes-edd1bf497cc3496485288439734949f6,2022-08-18 00:37:04.564000+00:00,finn,
yeee,2022-08-18 00:34:57.593000+00:00,EllieDeSota,
zoom?,2022-08-18 00:34:46.703000+00:00,finn,
https://us05web.zoom.us/j/87372314989?pwd=ckdIbm5WK2dZV1hxQVZwMTJvejY3dz09,2022-08-18 00:34:45.092000+00:00,finn,
Yo - are yall in teh waiting room?,2022-08-18 00:05:00.984000+00:00,EllieDeSota,
"Don’t worry Ellie, I think there’s an exponential decay function governing level growth, we’re safe",2022-08-18 00:02:52.271000+00:00,finn,
Really catching up thar eh?,2022-08-18 00:02:16+00:00,EllieDeSota,
GG <@956585029524402226> !,2022-08-18 00:02:03.742000+00:00,finn,
Think they have to start it still,2022-08-18 00:01:59.341000+00:00,EllieDeSota,
"GG <@956585029524402226>, you just advanced to level 4!",2022-08-18 00:01:47.477000+00:00,MEE6,
im joining now,2022-08-18 00:01:47.001000+00:00,andrepology,
Oki,2022-08-18 00:01:32.100000+00:00,EllieDeSota,
5 mins max,2022-08-18 00:00:30.969000+00:00,finn,
Making oats and then coming,2022-08-18 00:00:26.341000+00:00,finn,
"Ah, we have Jin meeting",2022-08-18 00:00:21.924000+00:00,finn,
Gimme 5-10 mins gonna have quick shower,2022-08-17 23:55:58.363000+00:00,andrepology,
Yes,2022-08-17 23:53:46.498000+00:00,EllieDeSota,
Wait do we have meeting with Jin now too?,2022-08-17 23:53:15.696000+00:00,andrepology,
got it,2022-08-17 23:51:56.766000+00:00,andrepology,
I lost my macbook charger looking for another now,2022-08-17 23:46:06.029000+00:00,andrepology,
Im free,2022-08-17 23:45:57.064000+00:00,andrepology,
Perfect.,2022-08-17 22:30:39.463000+00:00,EllieDeSota,
10am my time? (When you’re finished with Roote),2022-08-17 22:28:54.588000+00:00,finn,
Aight so what time are we meeting?,2022-08-17 22:23:43.371000+00:00,EllieDeSota,
I will be back within the next two hours (1.5 to 2 hours). Or we can do much later after you're back from the city (in like 6 hour or whenever). I'm much freer now that gal has left,2022-08-17 21:30:39.571000+00:00,andrepology,
I've got a meeting at 7pm your time Andre. Can meet at 8 est (should be 10 am aus),2022-08-17 21:29:55.304000+00:00,EllieDeSota,
"I have to go into the city today to exchange money for Rio, but can bring my laptop and meet there",2022-08-17 21:28:34.785000+00:00,finn,
When specifically? It’s hard to plan the stuff I need to do with vague meeting times,2022-08-17 21:28:14.995000+00:00,finn,
Can we do in a couple hours?,2022-08-17 21:20:28.538000+00:00,andrepology,
I'm out taking my cousins swimming,2022-08-17 21:20:21.172000+00:00,andrepology,
Sweet - give me 15 and I'll be free as well,2022-08-17 21:11:22.956000+00:00,EllieDeSota,
"I’m free to call at any point, just getting coffee",2022-08-17 21:10:29.020000+00:00,finn,
No worries - they let us present anyways and we've done this lots already 😛,2022-08-17 21:08:47.688000+00:00,EllieDeSota,
Awake now,2022-08-17 21:07:54.765000+00:00,finn,
"Shit, slept through my alarm",2022-08-17 21:07:44.286000+00:00,finn,
"Also <@752493639174717492> <@956585029524402226> -> seems like yall would almost be guarenteed a job at Ought (the ppl who make elicit) given work with AP. Not sure if these are jobs that you would decide on earlier than you'd like, but could be worth looking into https://ought.org/careers",2022-08-17 20:04:50.019000+00:00,EllieDeSota,
"Hey yall - I am currently building out my thinking of where we might be able to go with AP in the hypothesis document here under the heading ""End of Summer Direction Possibilities"". I'm hoping this can organize our call a little bit https://www.notion.so/curl-projects/Abstract-Poetry-Hypotheses-87ba06cbf7784a6b80162a1585a30d66. ALSO - things I realized. I've got a Roote call at 4 pm my time/7 pm/9 am, we can call before until then, and then I can pop out and I can rejoin an hour later.",2022-08-17 19:34:26.622000+00:00,EllieDeSota,
<@956585029524402226> <@752493639174717492>,2022-08-17 15:31:52.495000+00:00,EllieDeSota,
Hey guys - coming?,2022-08-17 15:31:40.169000+00:00,EllieDeSota,
should have some substantial ideas to throw at you by then,2022-08-17 02:01:11.980000+00:00,finn,
"okay, i'll work on conceptual stuff until then",2022-08-17 02:01:02.933000+00:00,finn,
Okeeee,2022-08-17 02:00:48.322000+00:00,EllieDeSota,
Gals leaving tomorrow so I'll have time,2022-08-17 02:00:39.182000+00:00,andrepology,
yeah that's fine with me,2022-08-17 02:00:31.765000+00:00,andrepology,
I'm free all day (but generally) 3pm my time tomorrow which is when you normally wake up. <@956585029524402226> that's 6 for him tho,2022-08-17 01:59:57.876000+00:00,EllieDeSota,
when are you guys free? can you suggest some times?,2022-08-17 01:59:27.902000+00:00,finn,
yuh,2022-08-17 01:59:25.819000+00:00,EllieDeSota,
we really just need face-to-face meetings,2022-08-17 01:59:17.671000+00:00,finn,
Oki,2022-08-17 01:59:16.425000+00:00,EllieDeSota,
"okey dokie, talk later",2022-08-17 01:59:11.519000+00:00,finn,
Agh yah I agree. And all of this feels odd bc I'm kinda making stuff up to connect things to Protocol Labs. I agree on the criteria thing - but I need to jump into another call.,2022-08-17 01:59:03.804000+00:00,EllieDeSota,<MessageReference message_id=1009279690034384928 channel_id=1002291205025050724 guild_id=977651180308160512>
"We could spin off and work on any number of random projects across Web3, DeSci, search, and semantic spaces. We need criteria to decide which of these directions we should pursue.",2022-08-17 01:58:18.906000+00:00,finn,
Nothing we've done with AP has anything at all to do with knowledge graphs,2022-08-17 01:57:09.614000+00:00,finn,
This discussion is so fragmented in my head that i don't have a conceptual framework to argue from,2022-08-17 01:56:55.035000+00:00,finn,
Hybrid space ~= knowledge graphs using embeddings (what I'm working on at TS),2022-08-17 01:56:33.064000+00:00,andrepology,<MessageReference message_id=1009279352078340156 channel_id=1002291205025050724 guild_id=977651180308160512>
This actually makes a lot of sense and is close to what I'm doing with tweetscape.,2022-08-17 01:55:54.926000+00:00,andrepology,<MessageReference message_id=1009279112822657024 channel_id=1002291205025050724 guild_id=977651180308160512>
i don't think there's any specific direction implied in my sentence though?,2022-08-17 01:55:49.039000+00:00,finn,<MessageReference message_id=1009278958354833428 channel_id=1002291205025050724 guild_id=977651180308160512>
Ye - I don't think this needs to be the original implementation. (And potentially it's completely ignored in this email) But it seems like the next step - and it's the most connection that we would have to Discourse Graphs which is Protocol Lab's shit. My current random thoughts on this - I think we could be the search for discourse graphs by training a semantic algorithm that takes in all the 'citations' of the claim node to understand the actual claim bc otherwise I see their whole idea of searching the graph to be nearly freaky and untenable (But that's mainly bc claims are essentially a sentance long -> and I haven't thought about this THAT much) (side note done - feel free to ignore),2022-08-17 01:54:51.996000+00:00,EllieDeSota,<MessageReference message_id=1009278715592708138 channel_id=1002291205025050724 guild_id=977651180308160512>
"I think this is a promising direction. Also, the real win is if we do sciGPT with the same loss function as SPECTER. Owning that inherently has value. Plus we have access to the same papers SPECTER was trained on, and we can do online learning",2022-08-17 01:54:15.168000+00:00,andrepology,<MessageReference message_id=1009278574219513857 channel_id=1002291205025050724 guild_id=977651180308160512>
Ellie was describing search for IPFS objects that aren't papers earlier,2022-08-17 01:53:17.289000+00:00,finn,
Yah! Agree - it's not something that is hard. But it is something that we don't have proof of so if it is our main connection to Protocol Labs than we need to demonstrate intellectual work + a clear implementation plan otherwise it just looks like we're grasping at straws,2022-08-17 01:52:46.686000+00:00,EllieDeSota,<MessageReference message_id=1009278329507029042 channel_id=1002291205025050724 guild_id=977651180308160512>
"if we had a paper, we'd always just use semantic scholar's embeddings unless we were trying to create a hybrid space for papers and not-papers",2022-08-17 01:52:43.583000+00:00,finn,<MessageReference message_id=1009278329507029042 channel_id=1002291205025050724 guild_id=977651180308160512>
"If by training you mean generating embeddings from raw text (title + abstract), I know how to do that. Agreed about how to work with IPFS, not something we're familiar with but also, it's implementation.",2022-08-17 01:51:45.239000+00:00,andrepology,<MessageReference message_id=1009277860957130753 channel_id=1002291205025050724 guild_id=977651180308160512>
i'm literally free all day from the moment i wake up to the moment i go to sleep,2022-08-17 01:50:21.694000+00:00,finn,
I've got 10 more minutes but I'm heading off after that.,2022-08-17 01:50:09.461000+00:00,EllieDeSota,
Agree.,2022-08-17 01:50:00.058000+00:00,EllieDeSota,
kind of feeling disconnected in general because it's so hard to arrange a meeting with all three of us in it,2022-08-17 01:49:54.404000+00:00,finn,
"GG <@694931462763446363>, you just advanced to level 6!",2022-08-17 01:49:53.981000+00:00,MEE6,
Training our own semantic algorithm based on whatever criteria we decide is important.,2022-08-17 01:49:53.528000+00:00,EllieDeSota,<MessageReference message_id=1009277750210727936 channel_id=1002291205025050724 guild_id=977651180308160512>
yep,2022-08-17 01:49:30.763000+00:00,EllieDeSota,<MessageReference message_id=1009277720041107557 channel_id=1002291205025050724 guild_id=977651180308160512>
What is semantic tweaking?,2022-08-17 01:49:27.124000+00:00,andrepology,<MessageReference message_id=1009277519112978563 channel_id=1002291205025050724 guild_id=977651180308160512>
DeSci nodes is and most ppl looking to go into the Web3/desci space. Natasha wants to use it,2022-08-17 01:49:25.964000+00:00,EllieDeSota,<MessageReference message_id=1009277661778026506 channel_id=1002291205025050724 guild_id=977651180308160512>
wish this was an actual conversation rather than a text chain tbh,2022-08-17 01:49:19.931000+00:00,finn,
IPFS is distributed file storage. That's basically it. Are there other people hosting papers on IPFS yet?,2022-08-17 01:49:06.040000+00:00,andrepology,<MessageReference message_id=1009277468429013127 channel_id=1002291205025050724 guild_id=977651180308160512>
"We haven't done the work of figuring out how to index and search a decentralized database. And we haven't done the work of actually doing the semantic tweaking. (Again - similar to Finn, I don't think it's that we can't, we'd just have to convince them that it made sense and that what we have is a reasonable first step for them to believe that we can)",2022-08-17 01:48:32.026000+00:00,EllieDeSota,<MessageReference message_id=1009277212811337748 channel_id=1002291205025050724 guild_id=977651180308160512>
"the search engine part maybe, but that wouldn't be the bulk of the project. we'd turn into an ArXiv competitor",2022-08-17 01:48:19.942000+00:00,finn,
"this is definitely doable, it's just not at all related to what we're doing now",2022-08-17 01:47:56.858000+00:00,finn,<MessageReference message_id=1009277212811337748 channel_id=1002291205025050724 guild_id=977651180308160512>
"Haven't done what? I don't think implementing an algorithm in IPFS means anything. Storing open access papers using IPFS, and creating a registry of open access papers and then having a search engine over it does make sense.",2022-08-17 01:47:18.998000+00:00,andrepology,<MessageReference message_id=1009276719116603462 channel_id=1002291205025050724 guild_id=977651180308160512>
I think this is why I see the connection to DeSci Nodes as so cool. As they start opening up nodes. They're already hosting papers on IPFS.,2022-08-17 01:47:18.638000+00:00,EllieDeSota,<MessageReference message_id=1009276868735795211 channel_id=1002291205025050724 guild_id=977651180308160512>
Yes part of - but I think we should focus on the hard connections not the philosophical connections. Then we should go for a open science grant and it doesn't make sense for us to move into Web3 + Protocol Labs,2022-08-17 01:46:28.112000+00:00,EllieDeSota,<MessageReference message_id=1009276705992618004 channel_id=1002291205025050724 guild_id=977651180308160512>
"hmmm, this isn't really possible for the current version of Abstract Poetry",2022-08-17 01:46:27.817000+00:00,finn,<MessageReference message_id=1009276868735795211 channel_id=1002291205025050724 guild_id=977651180308160512>
We could potentially host papers on IPFS,2022-08-17 01:45:56.964000+00:00,andrepology,<MessageReference message_id=1009276610526064680 channel_id=1002291205025050724 guild_id=977651180308160512>
"yeah, we don't actually have any experience with tweaking semantic encoders, we'd have to do some foundational work on that",2022-08-17 01:45:54.844000+00:00,finn,<MessageReference message_id=1009276719116603462 channel_id=1002291205025050724 guild_id=977651180308160512>
"The difficulty is -> we haven't done this. We haven't proven anything in regards to that connection, so we'd be literally making it up. Which if we do our research can be done,,, but something to note",2022-08-17 01:45:21.292000+00:00,EllieDeSota,
"Well, part of web3 philosophy is democratizing ~= equal access. Semantic spaces are ""truer"" in the sense that they mitigate the problems  of citation graph. 

Another possibility is working with/building on Halogen and integration with skepsi",2022-08-17 01:45:18.163000+00:00,andrepology,
Yah - I think the main thing that we would be synergizing with would be -> hey we've got this algorithm and we want to learn how to implement it in IPFS. IPFS is decentralised and so has shit ways of search bc this problem hasn't been solved super much - started a brief research doc with some ppl who have approached it,2022-08-17 01:44:55.402000+00:00,EllieDeSota,<MessageReference message_id=1009276289233985708 channel_id=1002291205025050724 guild_id=977651180308160512>
"On the desci nodes space (this would be our connection to Web3) -> they're doing annotations, and I could see semantic embeddings of those being super helpful as people search through their IPFS structure (ALSO - semantic search and even keyword search isn't super well implemented in IPFS so this is something that to their question we're going to need to think about)",2022-08-17 01:44:02.908000+00:00,EllieDeSota,<MessageReference message_id=1009275921150263427 channel_id=1002291205025050724 guild_id=977651180308160512>
"Web3 doesn't have any strong connections with what we're currently doing, can think about possible product/alg directions in that space",2022-08-17 01:43:38.800000+00:00,finn,
"I have very little expertise in the R&D space, might give us a lot of new problems to work with",2022-08-17 01:42:51.504000+00:00,finn,
"Ya, unrelated to protocol labs",2022-08-17 01:42:29.451000+00:00,finn,
Can see this as a potential option. But not one that Protocol Labs would vibe with. Put it somewhere in the funding space doc and I can return to this after we figure out Protocol?,2022-08-17 01:42:11.042000+00:00,EllieDeSota,<MessageReference message_id=1009275420627193888 channel_id=1002291205025050724 guild_id=977651180308160512>
"Related to the connections to DeSci. In terms of product thinking -> we can show what we've done so far which I think is great. But agree in general with the vibe that we need to do some solid strategizing. What I've found as the most synergistic companies/products in DeSci are DeSci Nodes, Discourse Graphs, and Delv/Elicit (those are more desci adjacent). But the best connections to those are not on the interface level -> they're on the infrastructure/semantic search level.",2022-08-17 01:41:33.589000+00:00,EllieDeSota,
Maybe we should be talking to researchers in big tech ? We could probably leverage our existing networks pretty easily,2022-08-17 01:41:23.105000+00:00,finn,
"Very similar domain of academic research (?), much much higher ability to extract profit",2022-08-17 01:40:36.989000+00:00,finn,
Misc. thought worth exploring: What if we built products for R&D instead of science? What are the big problem spaces there?,2022-08-17 01:40:11.708000+00:00,finn,
